# PUBG recoil patterns_db - generated by bake_pubg_patterns.py
# Format: #KEY weapon|muzzle|lower|stock / #RPM n / dx,dy lines / #END

#KEY P18C|bare|bare|bare
#RPM 750
11.086,14.78
-6.748,11.25
6.427,6.1
-0.803,12.22
-2.41,7.87
4.177,12.37
-4.82,9.96
6.105,6.27
0.0,19.44
3.696,13.34
-4.82,12.37
5.623,5.46
-2.249,11.408
-6.748,5.945
4.177,14.139
-9.962,11.407
#END

#KEY MP5K‎‎|compensator|vertical|bare
#RPM 900
-2.43,7.48
0.389,6.41
-4.666,5.54
1.264,6.22
-0.875,8.56
-3.11,5.44
3.888,11.47
-5.929,7.09
2.235,6.9
-0.68,12.25
2.43,4.67
3.693,11.47
-5.929,7.09
5.152,5.54
-2.139,19.05
4.18,11.08
-6.901,6.51
7.581,5.54
-2.916,11.47
-4.762,4.47
3.596,14.68
-3.791,5.34
4.471,8.26
-3.11,11.08
1.458,16.04
-8.067,6.22
8.067,6.61
-4.082,15.941
4.665,15.55
-7.289,3.111
5.151,7.192
-3.596,10.983
0.0,5.054
6.998,13.607
#END

#KEY MP5K‎‎|compensator|vertical|tactical
#RPM 900
-1.378,7.86
0.551,6.2
-4.824,5.65
2.757,5.79
0.689,10.06
0.689,5.51
5.513,13.24
-4.824,7.3
9.786,4.96
-3.584,15.3
-1.516,6.89
0.965,8.0
-3.308,7.44
5.926,7.85
1.517,10.89
1.102,4.0
8.408,14.33
-4.824,4.28
0.413,7.99
-2.756,11.72
-1.93,4.41
0.551,13.5
-4.548,4.96
5.375,9.24
-6.615,11.85
1.791,4.27
1.792,9.24
-2.894,7.3
11.577,8.27
-5.789,12.132
6.754,1.378
3.032,14.334
-3.583,5.237
2.48,8.546
#END

#KEY MP5K‎‎|flash_hider|bare|bare
#RPM 900
3.413,12.01
-1.011,11.38
-2.022,7.83
0.505,12.39
-3.792,12.77
6.7,12.13
-0.632,18.84
0.126,10.23
7.71,21.37
-6.825,13.27
4.803,12.39
-2.907,22.12
1.137,12.26
5.057,23.89
0.505,13.52
3.034,16.69
0.632,22.62
3.033,9.48
6.826,19.85
-2.907,14.92
8.216,16.81
-0.253,20.47
4.551,10.24
3.539,19.85
1.77,14.28
3.413,14.92
-3.919,19.08
-1.643,11.76
1.896,26.04
-8.595,12.13
4.676,16.56
-9.227,24.52
6.826,5.31
4.803,30.34
#END

#KEY MP5K‎‎|flash_hider|angled|bare
#RPM 900
1.062,14.75
-0.354,7.78
5.309,10.39
-5.427,10.38
7.079,8.85
-2.36,22.06
-1.77,7.78
2.714,17.35
-8.966,16.04
5.545,13.33
-1.77,23.48
-0.236,10.85
-0.118,21.71
-5.073,19.0
4.601,14.62
-3.067,19.35
-4.129,11.8
0.471,21.0
-2.123,17.93
8.612,9.32
-4.719,25.25
2.831,8.73
7.905,18.52
-7.787,11.33
10.382,14.86
-1.887,18.52
-0.354,9.21
2.241,20.88
-3.303,11.68
8.022,13.33
-2.359,19.35
0.0,8.73
7.078,26.42
-6.37,10.03
#END

#KEY MP5K‎‎|flash_hider|angled|tactical
#RPM 900
-0.341,13.96
1.022,8.17
-0.852,9.88
-1.532,7.83
1.532,13.8
-3.746,14.98
3.746,9.71
1.363,23.16
-5.62,10.56
4.087,18.56
-3.916,17.71
4.597,11.75
2.214,19.92
-3.065,9.37
7.663,19.41
-4.768,17.37
4.597,10.38
-2.213,23.84
-1.873,7.84
7.152,20.94
-1.022,14.65
4.427,11.92
-2.724,25.88
-1.873,9.88
6.981,17.2
-4.257,14.81
3.406,14.31
-0.17,24.69
-1.533,10.04
1.362,17.03
-4.597,18.22
10.387,11.07
-5.96,24.52
-3.406,9.37
#END

#KEY MP5K‎‎|flash_hider|half|bare
#RPM 900
-1.181,12.39
-3.245,6.78
2.655,5.61
-0.885,11.5
0.59,6.79
2.066,13.27
0.0,0.0
0.885,12.69
4.13,11.21
-2.36,18.29
-1.475,12.1
3.245,13.57
-5.606,12.1
5.016,12.98
-3.54,18.88
-3.541,7.67
3.541,19.47
-6.786,11.8
7.081,11.21
-4.721,21.54
-1.18,4.13
3.245,21.53
-5.31,10.33
2.36,13.28
-0.59,19.17
-1.475,6.2
-0.295,19.47
-8.851,13.87
9.441,14.75
-10.031,17.7
1.18,10.03
-2.655,16.23
-3.54,13.57
2.655,11.5
#END

#KEY MP5K‎‎|flash_hider|half|tactical
#RPM 900
2.257,14.78
-0.616,7.39
5.131,8.41
-3.078,11.09
4.31,5.74
0.616,11.5
-1.027,9.85
6.568,15.19
-2.668,12.93
2.463,9.44
-0.205,15.8
-3.489,7.8
5.336,16.01
-8.62,13.95
7.594,5.75
-1.232,22.17
-6.157,4.31
5.131,14.57
-0.821,14.16
0.821,12.93
3.079,15.81
-2.669,7.38
2.053,15.81
-1.642,14.36
-2.873,11.5
-0.411,14.16
-6.978,10.06
3.079,17.24
-1.848,14.16
4.31,14.16
-3.078,19.91
-3.284,6.57
4.31,16.41
-1.642,14.166
#END

#KEY MP5K‎‎|flash_hider|laser|bare
#RPM 900
2.894,14.95
0.0,5.14
3.375,12.86
-1.446,7.55
5.626,13.19
-2.411,17.36
3.536,7.07
2.251,20.74
-6.43,12.54
3.215,17.84
-5.948,17.68
1.447,12.06
2.893,20.09
-4.019,12.22
11.092,15.11
-8.359,20.9
7.877,12.86
2.09,17.36
0.803,12.38
2.894,14.95
-4.662,15.59
1.125,10.29
-4.179,16.72
-6.591,10.29
11.574,18.64
-10.609,15.27
4.661,8.52
-1.929,21.06
-6.43,7.56
4.019,17.2
-5.305,16.56
7.073,8.84
-3.375,23.79
-5.305,7.23
#END

#KEY MP5K‎‎|flash_hider|laser|tactical
#RPM 900
-0.956,11.95
0.717,9.32
1.672,8.36
1.673,10.99
-6.213,11.95
6.213,11.47
-5.735,18.88
-0.717,12.18
2.868,17.21
-0.478,17.44
6.451,15.29
-0.955,20.08
4.062,12.9
5.973,21.5
-4.779,13.62
8.125,15.54
-0.478,18.87
2.867,15.3
2.39,19.35
-4.779,12.66
3.106,16.01
0.956,14.82
1.433,13.62
3.585,18.88
-10.036,13.38
8.363,13.86
-2.628,16.72
1.194,12.43
6.213,20.31
-4.301,11.47
12.664,14.33
-7.407,19.36
2.15,8.6
1.434,23.18
#END

#KEY MP5K‎‎|flash_hider|light|bare
#RPM 900
3.074,8.9
-1.294,6.63
5.016,8.9
-1.456,11.17
4.53,8.25
1.457,20.39
-3.56,10.35
3.074,14.73
-2.427,17.8
3.236,10.84
-3.074,23.62
-3.236,13.43
0.97,14.24
-5.825,16.51
2.913,12.46
1.294,21.2
-3.56,11.32
3.722,15.05
-2.589,14.56
2.751,10.52
-2.265,22.66
-4.208,8.73
9.062,15.86
-6.958,19.26
9.709,8.25
0.971,23.46
-6.796,10.03
2.103,15.54
-9.709,17.47
6.149,7.61
-4.692,26.05
-2.913,10.03
2.913,17.8
-2.751,16.506
#END

#KEY MP5K‎‎|flash_hider|light|tactical
#RPM 900
-1.891,9.45
-2.6,4.73
4.727,10.39
-3.309,9.46
1.655,13.7
-1.418,13.95
1.418,11.11
6.144,19.14
-5.435,13.47
4.49,14.65
-2.363,20.56
-0.709,8.27
6.38,24.34
-3.544,10.87
8.744,13.24
-5.2,21.74
4.254,8.51
3.309,20.8
-2.836,14.18
-1.654,16.3
0.236,16.07
2.6,9.22
5.199,19.61
-1.182,13.95
8.981,13.7
-2.364,19.86
6.145,7.09
4.726,24.57
-2.599,11.11
8.744,13.94
-8.981,19.15
1.655,6.85
-0.237,22.92
-8.035,13.95
#END

#KEY MP5K‎‎|flash_hider|bare|tactical
#RPM 900
1.266,12.41
3.291,11.14
-3.545,8.1
3.292,8.35
-6.33,17.73
-1.772,7.09
3.291,20.0
-4.557,14.93
-1.519,15.95
-1.266,18.49
-2.279,11.39
-2.025,17.22
-2.025,16.71
9.874,14.93
-4.305,20.26
2.026,8.1
3.544,22.79
-1.772,15.19
3.292,15.69
-3.798,17.98
-2.026,14.18
0.76,17.21
-0.76,15.7
8.355,13.93
-10.38,20.0
1.266,11.14
4.557,23.8
-6.329,11.9
5.316,18.22
-4.81,18.49
-3.038,16.71
0.253,22.02
-10.38,9.37
6.582,19.75
#END

#KEY MP5K‎‎|flash_hider|thumb|bare
#RPM 900
1.064,13.4
2.127,8.72
-1.701,9.15
-2.553,8.09
0.425,13.19
-4.254,12.97
2.34,11.49
-1.277,17.66
-1.702,9.99
4.042,18.94
-5.531,15.95
3.191,14.04
0.213,18.3
-0.213,6.8
5.319,21.7
-6.17,13.83
5.744,13.83
-2.765,14.89
2.978,14.89
5.744,15.96
-3.404,11.06
3.616,12.55
2.34,13.4
2.766,12.55
-0.638,13.83
-3.829,13.61
-0.639,12.56
-3.935,15.1
-3.829,3.4
1.382,18.09
-8.403,12.12
4.381,12.5
-1.204,20.459
4.588,7.674
#END

#KEY MP5K‎‎|flash_hider|thumb|tactical
#RPM 900
1.307,13.08
-3.923,7.41
0.0,7.19
-0.872,11.12
0.218,8.28
0.872,12.65
-0.218,11.77
3.052,15.91
-2.398,13.51
0.0,10.9
0.872,16.79
-3.27,13.29
11.117,12.64
-2.616,16.79
3.706,13.3
2.397,15.69
-1.525,15.04
6.975,13.51
-4.796,14.17
-1.526,9.59
5.232,21.58
-6.757,10.68
6.539,12.86
-7.847,20.28
-0.872,6.32
-0.218,20.92
-6.103,13.08
1.961,14.82
-1.525,21.8
3.923,6.76
5.014,20.71
-4.36,10.89
10.463,15.26
-7.847,20.49
#END

#KEY MP5K‎‎|flash_hider|vertical|bare
#RPM 900
3.974,10.68
-1.987,9.44
3.478,3.23
2.235,13.17
-2.981,8.94
4.72,9.19
-5.216,15.9
5.961,8.2
-0.248,14.65
-3.726,8.2
4.968,12.17
-3.726,15.65
-0.249,4.47
-0.496,17.89
-5.465,8.45
2.484,14.4
-4.472,14.16
7.453,4.23
2.732,19.62
-0.993,5.96
0.248,10.68
-7.701,12.67
9.688,2.73
-0.248,17.39
-3.726,6.46
2.981,12.67
-2.981,13.66
5.216,9.69
0.497,13.42
-0.248,8.44
10.433,12.42
-8.943,12.92
7.701,3.478
-4.72,19.376
#END

#KEY MP5K‎‎|flash_hider|vertical|tactical
#RPM 900
-1.672,10.04
-2.15,6.81
-0.717,5.61
0.0,8.6
-0.358,7.52
5.614,10.75
-2.748,11.47
2.509,10.75
3.105,15.17
-4.539,4.66
7.286,15.16
-2.03,11.23
1.433,9.8
-0.597,11.34
-1.195,9.32
8.481,14.09
-4.897,10.99
6.688,6.57
1.792,19.23
1.433,16.12
-6.33,12.66
9.316,5.14
-0.239,14.33
-3.464,7.65
2.15,13.49
-1.911,11.11
5.017,9.2
1.911,14.45
0.836,5.73
4.777,15.17
-11.346,10.989
2.866,8.122
#END

#KEY MP5K‎‎|bare|half|bare
#RPM 900
-2.045,8.74
0.372,10.23
-3.904,10.22
3.718,10.23
1.301,17.66
-7.064,11.53
5.763,16.91
-4.834,17.85
-0.558,15.43
1.859,16.92
-0.557,15.62
0.372,19.14
-5.392,18.97
1.673,10.22
-1.301,26.96
-3.161,7.62
6.136,20.82
-0.372,17.29
5.391,13.02
-3.532,21.93
-5.02,12.27
9.668,22.5
-3.347,18.41
0.93,12.27
-0.93,24.72
-5.949,11.71
6.879,20.83
-7.994,21.19
9.109,10.78
-4.462,27.33
-2.788,17.85
0.0,17.85
-3.904,21.56
3.466,18.77
#END

#KEY MP5K‎‎|bare|half|tactical
#RPM 900
2.451,14.71
2.828,7.16
1.32,12.07
-1.885,9.99
1.32,13.39
-3.583,15.65
4.903,12.07
-0.755,22.82
-1.697,9.61
7.731,25.08
-5.468,15.46
9.239,16.22
-0.377,17.72
0.189,12.64
5.279,17.53
-2.639,18.48
1.885,15.84
-1.508,22.25
-5.28,13.58
2.64,21.49
-8.297,16.97
3.017,18.86
1.886,18.1
-0.657,15.49
1.333,22.0
-7.333,14.67
5.733,16.13
-7.066,23.6
2.933,12.14
4.4,23.6
-4.4,16.8
5.733,19.6
-3.866,23.6
-1.067,14.26
#END

#KEY MP5K‎‎|bare|laser|bare
#RPM 900
-0.613,13.29
0.409,11.86
-5.52,8.58
1.226,10.84
-0.817,18.19
0.408,13.5
5.521,21.87
-5.316,18.61
8.382,15.54
-3.68,28.01
2.249,11.65
3.271,24.33
-6.747,22.9
4.703,18.81
1.431,23.3
1.636,15.75
-1.023,21.06
-4.293,17.58
7.36,16.35
-2.658,20.86
-1.84,18.6
2.249,21.67
-10.631,12.68
5.315,15.74
-6.951,18.81
-2.249,14.31
3.271,24.54
-5.52,14.92
6.952,17.58
-4.498,23.11
1.635,18.19
5.725,24.54
-2.045,14.72
6.134,19.01
#END

#KEY MP5K‎‎|bare|laser|tactical
#RPM 900
3.97,15.47
0.209,8.15
2.508,10.86
-0.627,15.88
3.552,11.91
0.627,17.97
-4.179,16.72
7.94,20.68
-5.85,23.2
3.97,17.76
3.552,26.95
-3.552,16.3
3.761,20.06
-6.687,20.06
0.209,14.83
-2.507,26.75
-7.105,12.12
5.851,21.31
-13.373,27.17
4.179,7.52
4.179,28.42
-5.015,15.88
9.194,20.89
-2.507,17.97
5.433,16.72
3.343,26.33
-7.94,13.37
8.776,25.49
-9.612,21.31
0.0,17.555
-2.925,29.253
-6.269,12.12
3.761,22.148
-9.612,19.8208
#END

#KEY MP5K‎‎|bare|light|bare
#RPM 900
2.586,9.74
0.199,6.17
-0.199,10.34
-2.784,12.13
3.977,13.53
-1.989,18.49
1.592,14.13
5.171,23.66
-4.575,19.49
0.796,18.1
-4.972,23.67
-2.586,14.52
0.199,23.87
-5.768,18.89
7.757,13.92
-4.575,26.85
-2.784,10.74
3.58,25.46
-6.961,15.31
6.762,20.29
-3.182,22.28
-0.995,7.75
-0.397,22.88
-6.564,17.5
11.536,15.31
-5.569,26.85
6.563,15.12
3.978,20.48
0.199,17.5
5.171,18.9
-0.398,25.26
0.796,17.5
-0.398,23.07
-3.978,19.49
#END

#KEY MP5K‎‎|bare|light|tactical
#RPM 900
0.744,7.89
3.275,8.64
-3.721,10.86
0.0,10.28
1.935,17.12
-1.489,12.65
4.615,19.06
-2.531,18.61
3.127,16.97
2.233,23.07
-3.275,21.44
4.168,18.16
-9.379,24.87
1.787,12.2
3.573,25.46
-2.382,17.27
2.233,20.69
-2.531,20.25
-2.233,15.04
-1.191,27.69
-8.635,15.93
6.997,21.44
-6.699,22.18
4.317,10.12
-2.382,29.48
-5.657,15.48
1.786,21.59
-8.783,21.14
6.997,11.91
0.298,29.48
-4.318,19.2
4.169,21.14
-14.739,25.46
5.955,17.27
#END

#KEY MP5K‎‎|bare|bare|tactical
#RPM 900
2.981,12.13
0.851,12.35
-3.832,7.03
2.768,14.27
-0.852,11.71
3.407,16.6
-0.426,24.49
0.852,12.56
6.387,22.15
-4.471,18.73
9.156,16.83
-2.768,24.69
3.406,14.7
5.749,22.57
-6.813,17.67
4.258,16.82
-8.091,25.34
-3.194,11.5
1.278,24.91
-9.156,18.1
7.452,18.52
-0.851,20.44
2.768,14.05
3.194,28.11
0.851,18.31
4.046,18.74
-6.814,24.91
-0.426,10.01
6.388,27.68
-5.749,21.5
9.369,19.17
-7.452,25.34
-2.981,17.03
1.064,27.04
#END

#KEY MP5K‎‎|bare|thumb|bare
#RPM 900
-0.723,12.67
0.181,10.49
-0.905,10.13
4.703,11.21
0.181,13.39
0.543,14.29
-0.543,18.26
-4.522,15.2
5.969,17.18
-2.17,19.9
5.607,9.77
0.542,22.42
-2.351,15.02
11.034,18.45
-4.522,19.17
7.054,8.32
-3.979,26.77
-4.703,10.31
10.129,16.82
-9.044,19.18
9.587,8.32
-0.362,24.05
3.256,12.3
8.139,18.09
-11.576,17.91
4.16,13.38
3.799,20.62
-0.362,15.2
0.362,18.81
-7.236,18.99
8.864,11.76
-1.267,24.78
1.447,7.78
10.491,23.51
#END

#KEY MP5K‎‎|bare|thumb|tactical
#RPM 900
1.984,13.29
2.182,9.13
-1.984,11.11
-2.975,12.1
0.0,14.08
-2.579,16.26
-1.19,9.72
0.0,23.81
-4.562,17.65
1.388,15.08
-0.198,22.81
0.793,14.68
3.571,22.61
-4.364,16.07
4.562,20.03
-2.975,20.83
4.562,14.48
2.182,27.57
-7.934,14.08
7.736,19.05
-6.546,20.82
4.165,14.88
6.348,20.23
-3.372,13.69
14.678,19.24
-7.736,23.21
2.579,14.08
-0.397,27.77
-2.975,10.51
10.711,21.03
-12.695,23.8
5.753,14.28
-0.794,26.98
-3.372,13.29
#END

#KEY MP5K‎‎|bare|vertical|bare
#RPM 900
4.554,12.25
-0.314,8.48
-0.471,7.38
-1.099,11.63
-2.827,10.2
2.041,13.2
-5.025,12.56
2.041,10.52
-5.339,20.42
-2.67,7.69
5.654,18.69
-4.083,13.35
8.951,9.42
-1.884,18.22
3.455,10.84
6.281,19.0
-11.621,11.3
4.868,11.94
-7.381,17.9
0.629,8.64
-1.885,13.98
-2.513,12.72
1.414,10.21
-6.282,16.33
1.727,7.38
3.141,18.85
-1.256,11.93
7.538,14.29
0.942,16.81
3.141,7.06
0.785,20.58
-10.207,9.42
9.265,14.29
-2.827,18.844
#END

#KEY MP5K‎‎|bare|vertical|tactical
#RPM 900
-1.116,10.05
-1.339,6.03
2.455,8.92
-2.009,9.38
5.358,8.26
0.669,14.73
1.116,8.26
3.125,14.96
-2.455,14.73
7.813,10.49
-5.358,16.96
-0.892,11.61
3.125,18.97
-8.929,13.62
6.473,13.84
0.67,16.07
-2.456,13.62
0.67,15.18
-9.152,13.84
2.456,14.73
-5.581,17.63
-0.893,8.93
2.456,15.4
-3.572,13.4
10.268,11.38
-3.125,20.09
-2.009,10.49
3.125,19.42
-8.705,13.17
10.045,12.95
0.446,18.53
-1.116,8.7
9.152,25.22
-7.813,10.5
#END

#KEY Winchester Model 1894|bare|bare|bare
#RPM 600
-2.453,12.68
-10.427,11.24
-7.974,28.83
21.876,11.24
-20.854,18.4
13.698,13.5
-7.564,6.95
#END

#KEY AKM|bare|bare|bare
#RPM 600
2.59,25.25
0.71,14.39
2.36,17.7
2.59,16.75
2.84,18.41
1.88,20.53
-3.3,21.47
-2.36,23.12
2.83,25.25
-0.71,25.49
-3.54,27.13
-3.06,29.97
-7.08,23.59
-2.13,29.5
-5.19,30.44
-1.88,27.37
2.12,31.15
0.71,25.25
-3.31,27.37
-1.65,29.73
-5.189,30.68
-2.832,31.85
-5.663,29.02
-1.416,31.15
#END

#KEY AKM|compensator|bare|bare
#RPM 600
1.32,23.44
-0.88,15.77
-5.48,13.57
-0.87,17.96
0.87,17.52
0.44,18.84
-3.06,22.34
-1.98,21.24
4.82,22.78
-0.87,22.56
3.94,16.21
0.88,22.77
-8.11,19.5
-3.94,18.83
-10.73,25.85
-4.16,21.46
3.06,25.41
1.32,24.96
3.72,27.16
1.53,25.84
-8.54,24.97
-2.85,21.47
1.76,23.87
1.09,25.404
#END

#KEY AKM|flash_hider|bare|bare
#RPM 600
1.3,24.77
-0.98,15.64
1.63,15.31
0.65,17.92
2.61,20.86
0.0,18.73
-2.93,21.18
-2.61,23.14
-2.77,25.09
-2.12,26.88
-10.26,23.62
-2.77,27.21
3.26,27.37
2.6,23.78
-3.42,27.05
-3.91,23.79
-2.931,29.48
-2.932,25.91
3.093,28.02
2.12,30.3
2.44,27.54
1.96,29.0
-5.38,32.74
-1.952,30.96
#END

#KEY Beryl M762|bare|bare|bare
#RPM 700
0.252,26.19
0.504,14.36
-2.771,22.16
-1.007,20.4
-1.763,23.42
-4.533,30.48
4.029,28.71
3.526,31.73
8.563,35.76
6.045,35.26
-3.274,36.77
2.015,36.02
4.281,38.53
1.511,36.02
-0.503,41.55
-1.26,43.32
5.037,36.77
3.526,38.286
5.541,39.037
#END

#KEY Beryl M762|bare|angled|bare
#RPM 700
2.293,27.13
-0.764,19.62
2.166,17.96
0.254,21.53
3.695,25.48
3.057,28.28
-2.548,27.89
-0.637,26.75
-3.694,33.38
-2.166,35.79
4.204,37.45
1.784,36.05
6.369,36.05
3.439,34.01
-3.312,40.38
0.51,35.8
-4.841,39.23
-1.783,39.62
4.713,37.32
#END

#KEY Beryl M762|compensator|bare|bare
#RPM 700
0.724,23.9
-0.362,15.57
-2.535,15.58
-0.7243,21.73
3.2593,17.74
0.0,23.9
6.157,24.63
3.622,23.54
-7.606,25.72
-1.448,26.07
2.535,28.98
2.173,31.87
5.794,31.87
2.173,31.14
3.984,26.08
4.346,31.15
-4.708,28.61
-0.362,31.14
4.346,26.08
#END

#KEY Beryl M762|compensator|angled|bare
#RPM 700
-0.962,23.8
0.0,15.15
2.405,15.63
1.202,17.32
1.684,18.51
1.442,23.09
-1.683,24.28
-1.443,25.01
-6.973,22.13
-1.683,26.93
-5.531,26.69
0.0,31.26
1.202,31.26
0.962,29.34
-0.962,34.14
-1.683,29.58
-2.164,31.5
-1.203,32.22
-3.126,29.58
#END

#KEY Beryl M762|compensator|half|bare
#RPM 700
4.512,23.96
0.0,11.63
2.26,14.75
1.04,16.84
3.12,15.28
0.7,20.48
-5.38,19.27
-2.61,23.26
-4.857,18.92
-0.348,22.57
-5.902,25.69
-1.041,22.57
-6.423,24.3
-1.91,28.65
3.646,23.08
1.215,27.95
-5.902,24.13
-1.563,28.64
2.431,27.95
#END

#KEY Beryl M762|compensator|laser|bare
#RPM 700
3.77,25.19
1.199,13.88
-1.199,17.99
-1.714,18.17
3.427,22.1
0.686,19.02
3.941,22.44
1.37,24.68
-1.885,22.62
-1.199,26.56
3.598,28.44
2.913,29.13
4.798,31.53
2.57,29.64
4.798,33.58
1.713,31.53
6.169,31.36
0.685,31.69
-3.427,30.16
#END

#KEY Beryl M762|compensator|light|bare
#RPM 700
-0.737,15.72
-0.492,15.24
-2.458,14.26
-0.737,15.48
2.458,22.36
1.474,23.11
4.424,20.15
2.703,23.1
2.704,23.59
2.457,25.07
-6.144,30.97
-1.474,28.26
3.686,31.95
0.738,29.98
-2.458,28.76
-1.475,34.4
3.687,30.23
1.72,29.25
-7.373,30.96
#END

#KEY Beryl M762|compensator|thumb|bare
#RPM 700
0.0,23.93
-1.011,13.82
-4.045,14.49
-1.685,17.87
-2.36,18.2
-1.348,25.96
3.371,19.55
3.37,24.6
3.371,26.97
3.708,23.93
4.719,27.98
2.023,28.31
7.752,25.62
1.011,27.3
-7.415,31.35
-1.348,28.65
3.033,26.29
1.686,27.64
-7.753,28.99
#END

#KEY Beryl M762|compensator|vertical|bare
#RPM 700
3.847,22.12
2.405,12.51
-4.809,13.95
-0.722,12.98
1.203,17.31
1.202,13.71
-3.126,22.36
-1.683,17.8
-5.531,17.31
-1.924,19.48
-5.05,22.6
-0.481,25.73
3.607,25.25
3.607,21.88
6.253,24.53
3.366,25.25
6.012,22.36
0.481,21.65
-2.886,20.92
#END

#KEY Beryl M762|flash_hider|bare|bare
#RPM 700
0.0,26.28
0.0,15.65
1.26,19.62
1.799,16.74
-1.619,22.49
-3.06,23.58
-5.398,23.93
-1.98,28.43
2.339,24.66
2.16,28.07
-7.378,30.78
-1.62,33.11
4.679,36.17
2.159,32.57
6.659,35.82
1.44,32.75
-2.7,33.83
-0.9,32.93
3.6,33.84
#END

#KEY Beryl M762|flash_hider|angled|bare
#RPM 700
4.038,27.28
1.958,18.35
-1.836,19.21
-1.957,18.6
4.404,22.39
0.368,24.72
3.915,26.79
2.202,29.85
-2.692,30.35
1.346,31.56
2.203,31.69
2.202,32.67
-4.772,33.89
-2.202,33.28
-5.261,34.02
-0.612,28.14
3.303,32.66
2.325,31.57
-6.117,32.91
#END

#KEY Beryl M762|flash_hider|half|bare
#RPM 700
5.307,24.13
2.172,15.92
0.724,15.44
2.412,15.44
4.825,19.54
1.93,23.65
4.584,21.95
0.965,19.78
-1.206,22.92
-1.447,22.44
4.101,20.51
1.689,26.54
-5.79,28.47
-1.689,28.95
1.689,27.98
3.377,29.92
5.067,31.12
2.895,23.16
5.066,29.92
#END

#KEY Beryl M762|flash_hider|laser|bare
#RPM 700
3.928,26.99
2.22,15.71
2.391,17.59
1.367,18.96
0.341,20.49
-3.074,22.71
-1.708,23.23
-0.341,31.6
-4.441,22.71
-0.683,31.08
4.441,32.79
3.074,32.62
5.465,34.67
3.074,28.69
-5.124,32.45
-2.561,30.06
3.245,32.28
1.024,35.18
4.611,31.25
#END

#KEY Beryl M762|flash_hider|light|bare
#RPM 700
0.0,15.85
-3.123,15.14
0.241,15.37
-0.481,19.7
-5.044,21.86
-0.721,21.85
1.922,24.98
4.564,23.78
3.363,25.47
2.642,31.46
-3.843,29.31
-2.162,31.46
-5.285,32.67
-4.323,30.27
3.843,30.02
2.882,32.43
-5.524,31.7
0.72,30.75
-4.323,32.91
#END

#KEY Beryl M762|flash_hider|thumb|bare
#RPM 700
4.041,23.74
1.515,16.16
1.852,15.32
2.525,16.5
2.525,23.57
1.347,19.36
-3.535,24.41
-1.852,22.73
-4.714,22.56
-3.535,25.92
-4.377,25.26
-0.337,33.16
-6.061,30.14
1.011,28.11
-7.071,31.99
-1.852,26.93
-6.397,32.49
-2.694,32.66
5.556,30.47
#END

#KEY Beryl M762|flash_hider|vertical|bare
#RPM 700
0.496,18.82
0.0,14.11
0.742,14.61
1.734,13.13
1.981,19.56
-0.248,16.59
-1.486,20.8
-0.99,24.27
-6.438,20.3
-2.476,26.0
3.219,25.75
3.219,26.99
3.219,23.03
2.971,26.74
-4.457,27.24
-2.476,22.29
-3.467,25.75
-4.952,25.75
4.952,24.76
#END

#KEY Beryl M762|bare|half|bare
#RPM 700
5.181,25.19
1.786,14.48
2.501,19.29
0.358,18.94
-2.323,23.58
-0.893,20.36
4.466,22.69
3.573,26.26
-8.218,27.69
-2.501,25.55
2.144,26.98
2.501,29.83
3.93,34.3
2.144,32.52
-5.359,34.12
-4.645,31.62
-3.037,31.8
-1.251,30.73
-9.111,37.51
#END

#KEY Beryl M762|bare|laser|bare
#RPM 700
1.052,28.04
-1.052,19.98
-2.454,19.28
-1.402,23.84
1.753,24.19
3.155,29.45
5.609,27.69
-0.351,31.55
-1.402,34.71
-4.557,36.1
5.959,35.41
1.402,37.86
3.856,34.01
5.259,41.01
-7.011,35.76
-0.351,36.81
4.908,41.36
4.207,36.11
-1.052,42.77
#END

#KEY Beryl M762|bare|light|bare
#RPM 700
-2.002,17.77
0.0,13.26
2.753,19.02
-0.501,20.78
-1.752,29.53
-0.5,29.53
3.253,26.78
2.503,34.28
-3.254,30.54
0.251,30.53
-4.505,41.29
-1.502,36.79
-5.756,37.04
-3.253,37.54
-5.756,41.79
-0.751,39.55
-7.258,34.28
-3.378,40.79
-4.732,44.84
#END

#KEY Beryl M762|bare|thumb|bare
#RPM 700
-1.142,27.4
-1.014,17.38
3.932,18.65
1.015,24.48
-2.284,18.52
0.0,25.12
5.455,28.79
3.806,32.99
6.089,35.13
3.298,36.03
7.865,39.07
2.03,32.86
-4.567,34.12
-0.634,36.66
4.566,36.53
3.552,33.62
-3.425,39.96
1.142,38.18
-5.074,38.82
#END

#KEY Beryl M762|bare|vertical|bare
#RPM 700
-0.714,20.7
-1.427,16.06
1.07,17.49
1.428,20.71
4.64,21.05
-0.357,18.92
-1.071,24.63
-2.141,26.41
-6.782,29.63
-3.926,28.55
-5.711,30.34
-3.212,32.12
-2.855,34.62
-2.142,27.13
3.926,29.62
0.714,26.77
-6.068,30.7
-3.569,29.27
7.139,31.05
#END

#KEY M16A4|bare|bare|bare
#RPM 700
-0.612,11.01
4.69,11.83
-5.71,15.7
2.04,15.09
-3.059,20.39
-2.855,19.78
-4.282,16.11
-6.526,19.58
-2.855,19.78
2.651,20.39
-3.874,16.31
-5.098,17.54
-2.651,19.37
-4.079,16.11
-6.117,18.56
-5.098,18.76
4.894,19.98
-2.855,18.36
